race_id,bet_type,combination,odds,odds_min,odds_max,captured_at,source_cname
20260628_函館_11,win,1,20.9,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,1,4.8,4.8,5.9,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,2,10.7,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,2,3.6,3.6,4.4,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,3,20.1,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,3,5.4,5.4,6.5,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,4,8.5,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,4,2.8,2.8,3.4,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,5,6.9,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,5,2.1,2.1,2.4,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,6,35.2,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,6,6.1,6.1,7.4,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,7,45.9,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,7,8.1,8.1,9.9,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,8,8.3,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,8,2.8,2.8,3.3,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,9,43.1,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,9,7.0,7.0,8.5,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,10,16.3,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,10,4.0,4.0,4.9,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,11,8.4,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,11,2.3,2.3,2.8,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,12,7.5,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,12,2.8,2.8,3.3,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,13,21.3,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,13,6.4,6.4,7.9,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,14,6.0,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,14,2.5,2.5,3.0,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,win,15,12.4,,,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,place,15,4.1,4.1,5.0,2026-06-28T03:33:35.970869+00:00,pw151ouS302202601061120260628Z/35
20260628_函館_11,sanrenpuku,1-2-3,591.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-4,429.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-5,274.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-6,1074.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-7,1366.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-8,500.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-9,1555.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-10,688.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-11,429.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-12,406.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-13,1753.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-14,344.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-2-15,783.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-4,542.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-5,325.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-6,1114.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-7,1608.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-8,567.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-9,1873.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-10,875.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-11,504.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-12,517.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-13,1956.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-14,438.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-3-15,858.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-5,159.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-6,845.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-7,883.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-8,268.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-9,1554.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-10,523.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-11,256.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-12,265.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-13,1123.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-14,212.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-4-15,392.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-6,461.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-7,844.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-8,182.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-9,1045.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-10,335.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-11,168.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-12,160.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-13,970.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-14,121.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-5-15,312.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-7,1815.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-8,930.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-9,1798.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-10,1142.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-11,737.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-12,720.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-13,2427.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-14,621.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-6-15,1378.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-7-8,1070.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-7-9,2635.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-7-10,1488.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-7-11,1172.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-7-12,1048.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-7-13,2278.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-7-14,936.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-7-15,1462.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-8-9,1463.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-8-10,608.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-8-11,314.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-8-12,272.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-8-13,1231.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-8-14,251.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-8-15,465.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-9-10,2022.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-9-11,1482.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-9-12,1609.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-9-13,3192.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-9-14,1320.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-9-15,2504.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-10-11,420.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-10-12,521.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-10-13,1751.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-10-14,390.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-10-15,858.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-11-12,207.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-11-13,1134.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-11-14,172.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-11-15,389.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-12-13,1213.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-12-14,167.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-12-15,334.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-13-14,943.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-13-15,1491.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,1-14-15,319.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-4,345.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-5,249.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-6,796.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-7,1303.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-8,394.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-9,1386.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-10,659.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-11,363.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-12,390.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-13,1298.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-14,358.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-3-15,645.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-5,102.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-6,581.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-7,550.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-8,152.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-9,966.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-10,328.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-11,187.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-12,154.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-13,667.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-14,150.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-4-15,247.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-6,441.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-7,558.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-8,110.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-9,734.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-10,223.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-11,126.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-12,114.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-13,614.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-14,90.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-5-15,237.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-7,1224.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-8,537.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-9,1456.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-10,909.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-11,729.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-12,567.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-13,1657.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-14,621.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-6-15,1164.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-7-8,758.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-7-9,1819.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-7-10,962.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-7-11,904.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-7-12,704.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-7-13,1392.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-7-14,780.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-7-15,877.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-8-9,888.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-8-10,394.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-8-11,212.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-8-12,162.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-8-13,787.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-8-14,168.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-8-15,321.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-9-10,1556.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-9-11,991.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-9-12,986.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-9-13,2193.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-9-14,1026.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-9-15,1746.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-10-11,346.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-10-12,331.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-10-13,1037.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-10-14,306.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-10-15,599.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-11-12,171.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-11-13,797.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-11-14,151.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-11-15,342.0,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-12-13,726.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-12-14,126.5,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-12-15,240.2,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-13-14,777.8,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-13-15,843.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,2-14-15,263.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,3-4-5,171.9,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,3-4-6,855.7,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,3-4-7,961.1,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,3-4-8,267.6,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,3-4-9,1763.3,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
20260628_函館_11,sanrenpuku,3-4-10,498.4,,,2026-06-28T03:33:35.970869+00:00,pw157ouS302202601061120260628Z99/AF
